Right sensor: 1.029967637032025, Front sensor: 0.575, 
Right sensor: 1.029967637032025, Front sensor: 0.4158450569081047, 
Right sensor: 0.7963894607171058, Front sensor: 0.2566901138162078, 
Right sensor: 0.30260605233006815, Front sensor: 0.09753517072430301, 
